,date,country,region,unemployment_rate,vacancy_rate
1016,01.10.13,Czechia,Eastern,6.8,0.687389088
1017,01.01.14,Czechia,Eastern,6.5,0.764499055
1018,01.04.14,Czechia,Eastern,6.2,0.928403711
1019,01.07.14,Czechia,Eastern,5.9,1.071066086
1020,01.10.14,Czechia,Eastern,5.8,1.203507449
1021,01.01.15,Czechia,Eastern,5.7,1.319588989
1022,01.04.15,Czechia,Eastern,5.1,1.842003018
1023,01.07.15,Czechia,Eastern,4.8,1.863859517
1024,01.10.15,Czechia,Eastern,4.5,1.949197659
1025,01.01.16,Czechia,Eastern,4.2,2.023641151
1026,01.04.16,Czechia,Eastern,4.1,2.301517991
1027,01.07.16,Czechia,Eastern,3.9,2.501423221
1028,01.10.16,Czechia,Eastern,3.6,2.475042001
1029,01.01.17,Czechia,Eastern,3.3,2.498375047
1030,01.04.17,Czechia,Eastern,3.1,2.964321702
1031,01.07.17,Czechia,Eastern,2.7,3.45309422
1032,01.10.17,Czechia,Eastern,2.5,3.749068901
1033,01.01.18,Czechia,Eastern,2.3,4.073775056
1034,01.04.18,Czechia,Eastern,2.3,4.620018501
1035,01.07.18,Czechia,Eastern,2.3,5.006253469
1036,01.10.18,Czechia,Eastern,2.1,5.125457233
1037,01.01.19,Czechia,Eastern,2,5.473621902
1038,01.04.19,Czechia,Eastern,2,5.362525458
1039,01.07.19,Czechia,Eastern,2,5.346628381
1040,01.10.19,Czechia,Eastern,2.1,5.123918292
1041,01.01.20,Czechia,Eastern,2,4.933010613
1042,01.04.20,Czechia,Eastern,2.5,4.58596524
1043,01.07.20,Czechia,Eastern,2.8,4.467606423
1044,01.10.20,Czechia,Eastern,3.1,4.199514472
1045,01.01.21,Czechia,Eastern,3.2,4.221309635
1046,01.04.21,Czechia,Eastern,3,4.174008234
1047,01.07.21,Czechia,Eastern,2.7,4.369781757
1048,01.10.21,Czechia,Eastern,2.3,4.237135378
1049,01.01.22,Czechia,Eastern,2.4,4.53679514
1050,01.04.22,Czechia,Eastern,2.4,4.210692657
1051,01.07.22,Czechia,Eastern,2.2,3.839483675
1052,01.10.22,Czechia,Eastern,2.3,3.553867978
1053,01.01.02,Finland,Nordic,9.1,1.970776487
1054,01.04.02,Finland,Nordic,9.1,2.06011061
1055,01.07.02,Finland,Nordic,9,1.499093131
1056,01.10.02,Finland,Nordic,9.1,1.596793794
1057,01.01.03,Finland,Nordic,9.1,1.326415043
1058,01.04.03,Finland,Nordic,9.1,1.310755101
1059,01.07.03,Finland,Nordic,8.9,1.556973201
1060,01.10.03,Finland,Nordic,9,1.635462678
1061,01.01.04,Finland,Nordic,8.9,1.603452022
1062,01.04.04,Finland,Nordic,9.1,1.233343853
1063,01.07.04,Finland,Nordic,8.7,1.432799069
1064,01.10.04,Finland,Nordic,8.7,1.444402252
1065,01.01.05,Finland,Nordic,8.6,1.642297328
1066,01.04.05,Finland,Nordic,8.3,1.519189344
1067,01.07.05,Finland,Nordic,8.2,1.54506623
1068,01.10.05,Finland,Nordic,8.3,1.614189342
1069,01.01.06,Finland,Nordic,8,1.666640297
1070,01.04.06,Finland,Nordic,7.8,1.796612311
1071,01.07.06,Finland,Nordic,7.7,1.877968055
1072,01.10.06,Finland,Nordic,7.3,1.976663811
1073,01.01.07,Finland,Nordic,7.2,2.019720256
1074,01.04.07,Finland,Nordic,6.7,1.855207961
1075,01.07.07,Finland,Nordic,6.9,1.983006351
1076,01.10.07,Finland,Nordic,6.7,2.010990802
1077,01.01.08,Finland,Nordic,6.3,2.210213461
1078,01.04.08,Finland,Nordic,6.2,1.967361665
1079,01.07.08,Finland,Nordic,6.4,1.854864331
1080,01.10.08,Finland,Nordic,6.7,1.523341394
1081,01.01.09,Finland,Nordic,7.2,1.258225301
1082,01.04.09,Finland,Nordic,8.6,1.282629138
1083,01.07.09,Finland,Nordic,8.6,1.327030875
1084,01.10.09,Finland,Nordic,9,1.207755804
1085,01.01.10,Finland,Nordic,8.9,1.359454938
1086,01.04.10,Finland,Nordic,8.6,1.642345418
1087,01.07.10,Finland,Nordic,8.4,1.613968758
1088,01.10.10,Finland,Nordic,8.4,1.71687092
1089,01.01.11,Finland,Nordic,8.5,1.60021214
1090,01.04.11,Finland,Nordic,7.9,1.704443113
1091,01.07.11,Finland,Nordic,7.8,1.782599387
1092,01.10.11,Finland,Nordic,7.8,1.875684669
1093,01.01.12,Finland,Nordic,7.7,1.909491198
1094,01.04.12,Finland,Nordic,7.8,1.806812327
1095,01.07.12,Finland,Nordic,8.1,1.584136458
1096,01.10.12,Finland,Nordic,7.9,1.597014577
1097,01.01.13,Finland,Nordic,8.4,1.240307114
1098,01.04.13,Finland,Nordic,8.2,1.151526851
1099,01.07.13,Finland,Nordic,8.1,1.002427489
1100,01.10.13,Finland,Nordic,8.5,0.905621728
1101,01.01.14,Finland,Nordic,8.6,1.127799374
1102,01.04.14,Finland,Nordic,8.7,1.016749114
1103,01.07.14,Finland,Nordic,8.5,0.989925392
1104,01.10.14,Finland,Nordic,9.2,0.996021988
1105,01.01.15,Finland,Nordic,9.3,1.130077413
1106,01.04.15,Finland,Nordic,9.5,1.061865674
1107,01.07.15,Finland,Nordic,9.4,0.953162494
1108,01.10.15,Finland,Nordic,9.5,1.110415983
1109,01.01.16,Finland,Nordic,9.2,1.222794944
1110,01.04.16,Finland,Nordic,8.9,1.177311077
1111,01.07.16,Finland,Nordic,8.7,1.364345433
1112,01.10.16,Finland,Nordic,8.9,1.406893407
1113,01.01.17,Finland,Nordic,9,1.440154173
1114,01.04.17,Finland,Nordic,8.9,1.394301724
1115,01.07.17,Finland,Nordic,8.6,1.570637993
1116,01.10.17,Finland,Nordic,8.3,1.71360571
1117,01.01.18,Finland,Nordic,8.4,1.682453268
1118,01.04.18,Finland,Nordic,7.4,1.887272056
1119,01.07.18,Finland,Nordic,7.2,1.827102208
1120,01.10.18,Finland,Nordic,6.7,1.814604161
1121,01.01.19,Finland,Nordic,6.7,1.786595884
1122,01.04.19,Finland,Nordic,6.9,1.932150774
1123,01.07.19,Finland,Nordic,6.7,1.845722086
1124,01.10.19,Finland,Nordic,6.8,1.822833911
1125,01.01.20,Finland,Nordic,6.7,1.710781951
1126,01.04.20,Finland,Nordic,7.8,1.422412372
1127,01.07.20,Finland,Nordic,8.3,1.707948456
1128,01.10.20,Finland,Nordic,8.1,1.555782228
1129,01.01.21,Finland,Nordic,8.1,1.654571123
1130,01.04.21,Finland,Nordic,8.1,1.955673196
1131,01.07.21,Finland,Nordic,7.3,2.459821599
1132,01.10.21,Finland,Nordic,6.9,2.654855773
1133,01.01.22,Finland,Nordic,6.7,2.504792015
1134,01.04.22,Finland,Nordic,6.4,2.667038678
1135,01.07.22,Finland,Nordic,7.1,2.304731669
1136,01.10.22,Finland,Nordic,6.8,2.366273271
1137,01.01.12,Croatia,Eastern,15.1,0.580814182
1138,01.04.12,Croatia,Eastern,15.2,0.581317929
1139,01.07.12,Croatia,Eastern,15.9,0.565436969
1140,01.10.12,Croatia,Eastern,17.6,0.564029457
1141,01.01.13,Croatia,Eastern,17,0.566703852
1142,01.04.13,Croatia,Eastern,17.1,0.526731566
1143,01.07.13,Croatia,Eastern,17.6,0.519675108
1144,01.10.13,Croatia,Eastern,17.1,0.539410264
1145,01.01.14,Croatia,Eastern,18,0.50511068
1146,01.04.14,Croatia,Eastern,17.3,0.556697978
1147,01.07.14,Croatia,Eastern,16.8,0.594787753
1148,01.10.14,Croatia,Eastern,17.5,0.649586417
1149,01.01.15,Croatia,Eastern,16.7,0.667372684
1150,01.04.15,Croatia,Eastern,16,0.74447062
1151,01.07.15,Croatia,Eastern,16.6,0.715906557
1152,01.10.15,Croatia,Eastern,15.5,0.798121774
1153,01.01.16,Croatia,Eastern,14,0.872835011
1154,01.04.16,Croatia,Eastern,13.4,0.946964353
1155,01.07.16,Croatia,Eastern,12.5,1.046041817
1156,01.10.16,Croatia,Eastern,12.9,1.07027634
1157,01.01.17,Croatia,Eastern,12.6,1.113843694
1158,01.04.17,Croatia,Eastern,11.5,1.113212613
1159,01.07.17,Croatia,Eastern,10.3,1.111478049
1160,01.10.17,Croatia,Eastern,10.1,1.13646486
1161,01.01.18,Croatia,Eastern,9.4,1.154918303
1162,01.04.18,Croatia,Eastern,8.3,1.138563693
1163,01.07.18,Croatia,Eastern,8.2,1.136730666
1164,01.10.18,Croatia,Eastern,7.8,1.101680344
1165,01.01.19,Croatia,Eastern,7.1,1.066850656
1166,01.04.19,Croatia,Eastern,6.8,1.046669447
1167,01.07.19,Croatia,Eastern,6.3,0.934482872
1168,01.10.19,Croatia,Eastern,6.5,0.876058814
1169,01.01.20,Croatia,Eastern,6.5,0.80334739
1170,01.04.20,Croatia,Eastern,7.2,0.702409894
1171,01.07.20,Croatia,Eastern,8.2,0.830120252
1172,01.10.20,Croatia,Eastern,8.3,0.808628779
1173,01.01.21,Croatia,Eastern,8.9,0.941498316
1174,01.04.21,Croatia,Eastern,8.2,1.03156889
1175,01.07.21,Croatia,Eastern,7.2,1.12132333
1176,01.10.21,Croatia,Eastern,6.4,1.140797678
1177,01.01.22,Croatia,Eastern,6.5,1.137323737
1178,01.04.22,Croatia,Eastern,7.3,1.132164305
1179,01.07.22,Croatia,Eastern,7.5,1.11214704
1180,01.10.22,Croatia,Eastern,6.6,1.135093362
1181,01.01.06,Hungary,Eastern,7.4,0.762961863
1182,01.04.06,Hungary,Eastern,7.3,0.727625242
1183,01.07.06,Hungary,Eastern,7.6,0.733548901
1184,01.10.06,Hungary,Eastern,7.6,0.767974056
1185,01.01.07,Hungary,Eastern,7.3,0.859627533
1186,01.04.07,Hungary,Eastern,7.2,0.875294749
1187,01.07.07,Hungary,Eastern,7.3,0.86460933
1188,01.10.07,Hungary,Eastern,7.9,0.84937825
1189,01.01.08,Hungary,Eastern,7.6,0.874810474
1190,01.04.08,Hungary,Eastern,7.7,0.886907433
1191,01.07.08,Hungary,Eastern,7.8,0.801294878
1192,01.10.08,Hungary,Eastern,8.2,0.658062343
1193,01.01.09,Hungary,Eastern,9,0.535667817
1194,01.04.09,Hungary,Eastern,9.4,0.506845364
1195,01.07.09,Hungary,Eastern,10.1,0.503926297
1196,01.10.09,Hungary,Eastern,10.3,0.579132444
1197,01.01.10,Hungary,Eastern,10.9,0.614050984
1198,01.04.10,Hungary,Eastern,10.9,0.625228943
1199,01.07.10,Hungary,Eastern,10.7,0.613487543
1200,01.10.10,Hungary,Eastern,10.7,0.622786829
1201,01.01.11,Hungary,Eastern,10.8,0.68302488
1202,01.04.11,Hungary,Eastern,10.6,0.628681158
1203,01.07.11,Hungary,Eastern,10.6,0.643371643
1204,01.10.11,Hungary,Eastern,10.6,0.648151337
1205,01.01.12,Hungary,Eastern,10.9,0.574773445
1206,01.04.12,Hungary,Eastern,10.8,0.600034847
1207,01.07.12,Hungary,Eastern,10.4,0.598907757
1208,01.10.12,Hungary,Eastern,10.5,0.582393341
1209,01.01.13,Hungary,Eastern,10.6,0.774878493
1210,01.04.13,Hungary,Eastern,9.9,0.721530665
1211,01.07.13,Hungary,Eastern,9.7,0.717655958
1212,01.10.13,Hungary,Eastern,9,0.697593364
1213,01.01.14,Hungary,Eastern,7.6,0.779691152
1214,01.04.14,Hungary,Eastern,8,0.797053274
1215,01.07.14,Hungary,Eastern,7.4,0.812440565
1216,01.10.14,Hungary,Eastern,7.1,0.867206218
1217,01.01.15,Hungary,Eastern,7.2,0.888571835
1218,01.04.15,Hungary,Eastern,6.8,0.927227144
1219,01.07.15,Hungary,Eastern,6.3,0.984438599
1220,01.10.15,Hungary,Eastern,6.1,1.017104907
1221,01.01.16,Hungary,Eastern,5.6,1.085813193
1222,01.04.16,Hungary,Eastern,5.1,1.142256489
1223,01.07.16,Hungary,Eastern,4.8,1.190097267
1224,01.10.16,Hungary,Eastern,4.4,1.222811245
1225,01.01.17,Hungary,Eastern,4.2,1.247216051
1226,01.04.17,Hungary,Eastern,4.2,1.354022842
1227,01.07.17,Hungary,Eastern,3.9,1.504006569
1228,01.10.17,Hungary,Eastern,3.8,1.59649073
1229,01.01.18,Hungary,Eastern,3.6,1.659780735
1230,01.04.18,Hungary,Eastern,3.5,1.706699794
1231,01.07.18,Hungary,Eastern,3.7,1.764515031
1232,01.10.18,Hungary,Eastern,3.6,1.789333165
1233,01.01.19,Hungary,Eastern,3.3,1.679699329
1234,01.04.19,Hungary,Eastern,3.3,1.633501107
1235,01.07.19,Hungary,Eastern,3.4,1.582565776
1236,01.10.19,Hungary,Eastern,3.3,1.602351403
1237,01.01.20,Hungary,Eastern,3.5,1.225125302
1238,01.04.20,Hungary,Eastern,4.5,1.199512463
1239,01.07.20,Hungary,Eastern,4.3,1.271171061
1240,01.10.20,Hungary,Eastern,4.2,1.322531261
1241,01.01.21,Hungary,Eastern,4.3,1.325574815
1242,01.04.21,Hungary,Eastern,4.2,1.47053269
1243,01.07.21,Hungary,Eastern,3.9,1.621031364
1244,01.10.21,Hungary,Eastern,3.8,1.710309537
1245,01.01.22,Hungary,Eastern,3.6,1.817137339
1246,01.04.22,Hungary,Eastern,3.3,1.923036198
1247,01.07.22,Hungary,Eastern,3.6,1.787058939
1248,01.10.22,Hungary,Eastern,3.9,1.77431586
1249,01.01.01,Portugal,Southern,4,0.319387594
1250,01.04.01,Portugal,Southern,4,0.353259594
1251,01.07.01,Portugal,Southern,4,0.353347326
1252,01.10.01,Portugal,Southern,4.1,0.287202633
1253,01.01.02,Portugal,Southern,4.3,0.318189517
1254,01.04.02,Portugal,Southern,4.8,0.306461889
1255,01.07.02,Portugal,Southern,5.2,0.26324952
1256,01.10.02,Portugal,Southern,6,0.260122467
1257,01.01.03,Portugal,Southern,6.3,0.357787376
1258,01.04.03,Portugal,Southern,6.4,0.295378446
1259,01.07.03,Portugal,Southern,6.4,0.284714761
1260,01.10.03,Portugal,Southern,6.5,0.241918807
1261,01.01.04,Portugal,Southern,6.3,0.202337151
1262,01.04.04,Portugal,Southern,6.6,0.198649352
1263,01.07.04,Portugal,Southern,7,0.27724049
1264,01.10.04,Portugal,Southern,7.1,0.303321188
1265,01.01.05,Portugal,Southern,7.4,0.26533412
1266,01.04.05,Portugal,Southern,7.6,0.264868768
1267,01.07.05,Portugal,Southern,7.9,0.262625153
1268,01.10.05,Portugal,Southern,7.9,0.265710068
1269,01.01.06,Portugal,Southern,7.6,0.249355385
1270,01.04.06,Portugal,Southern,7.7,0.247844008
1271,01.07.06,Portugal,Southern,7.7,0.245852249
1272,01.10.06,Portugal,Southern,8.2,0.28090313
1273,01.01.07,Portugal,Southern,8.3,0.26752095
1274,01.04.07,Portugal,Southern,8.1,0.26325353
1275,01.07.07,Portugal,Southern,8,0.270073317
1276,01.10.07,Portugal,Southern,7.9,0.283738327
1277,01.01.08,Portugal,Southern,7.6,0.29791205
1278,01.04.08,Portugal,Southern,7.5,0.316230107
1279,01.07.08,Portugal,Southern,7.8,0.259065702
1280,01.10.08,Portugal,Southern,7.9,0.261068534
1281,01.01.09,Portugal,Southern,10.2,0.254062791
1282,01.04.09,Portugal,Southern,11.1,0.22543876
1283,01.07.09,Portugal,Southern,11.8,0.21214327
1284,01.10.09,Portugal,Southern,11.7,0.214564663
1285,01.01.10,Portugal,Southern,12.1,0.232585244
1286,01.04.10,Portugal,Southern,12.7,0.262957261
1287,01.07.10,Portugal,Southern,12.9,0.246691194
1288,01.10.10,Portugal,Southern,12.8,0.264405113
1289,01.01.11,Portugal,Southern,12.8,0.217040542
1290,01.04.11,Portugal,Southern,13.2,0.221831496
1291,01.07.11,Portugal,Southern,13.5,0.242177478
1292,01.10.11,Portugal,Southern,14.6,0.283365282
1293,01.01.12,Portugal,Southern,15.4,0.258670457
1294,01.04.12,Portugal,Southern,16.2,0.232493387
1295,01.07.12,Portugal,Southern,17,0.24384697
1296,01.10.12,Portugal,Southern,17.7,0.219767493
1297,01.01.13,Portugal,Southern,18.2,0.226227471
1298,01.04.13,Portugal,Southern,17.8,0.250194776
1299,01.07.13,Portugal,Southern,16.7,0.23684829
1300,01.10.13,Portugal,Southern,16,0.257224831
1301,01.01.14,Portugal,Southern,15.5,0.335494261
1302,01.04.14,Portugal,Southern,15,0.37892226
1303,01.07.14,Portugal,Southern,14.1,0.427844694
1304,01.10.14,Portugal,Southern,13.9,0.400490616
1305,01.01.15,Portugal,Southern,13.9,0.374693426
1306,01.04.15,Portugal,Southern,12.8,0.415528022
1307,01.07.15,Portugal,Southern,12.7,0.371428728
1308,01.10.15,Portugal,Southern,12.6,0.425404434
1309,01.01.16,Portugal,Southern,12.5,0.424343767
1310,01.04.16,Portugal,Southern,11.6,0.411007206
1311,01.07.16,Portugal,Southern,11.2,0.449549116
1312,01.10.16,Portugal,Southern,10.7,0.489484439
1313,01.01.17,Portugal,Southern,10.1,0.547261955
1314,01.04.17,Portugal,Southern,9.5,0.547869089
1315,01.07.17,Portugal,Southern,9,0.52856419
1316,01.10.17,Portugal,Southern,8.2,0.532149097
1317,01.01.18,Portugal,Southern,7.7,0.536497602
1318,01.04.18,Portugal,Southern,7.2,0.525507901
1319,01.07.18,Portugal,Southern,7.2,0.571582905
1320,01.10.18,Portugal,Southern,6.8,0.599491293
1321,01.01.19,Portugal,Southern,6.6,0.668708302
1322,01.04.19,Portugal,Southern,6.7,0.661695525
1323,01.07.19,Portugal,Southern,6.6,0.701648371
1324,01.10.19,Portugal,Southern,6.8,0.718609932
1325,01.01.20,Portugal,Southern,6.5,0.389557487
1326,01.04.20,Portugal,Southern,6,0.468105876
1327,01.07.20,Portugal,Southern,8.2,0.465728076
1328,01.10.20,Portugal,Southern,7.2,0.52552894
1329,01.01.21,Portugal,Southern,6.8,0.551109171
1330,01.04.21,Portugal,Southern,7,0.66258745
1331,01.07.21,Portugal,Southern,6.4,0.788502085
1332,01.10.21,Portugal,Southern,6.3,0.780435218
1333,01.01.22,Portugal,Southern,5.6,0.938695151
1334,01.04.22,Portugal,Southern,6,0.953565363
1335,01.07.22,Portugal,Southern,6.1,1.124407788
1336,01.10.22,Portugal,Southern,6.5,1.16779098
1337,01.01.01,Sweden,Nordic,5.984292591,1.057162267
1338,01.04.01,Sweden,Nordic,5.717646979,1.017331666
1339,01.07.01,Sweden,Nordic,5.807455419,1.024531608
1340,01.10.01,Sweden,Nordic,5.9777206,0.987648954
1341,01.01.02,Sweden,Nordic,5.949648803,1.037572711
1342,01.04.02,Sweden,Nordic,5.824108497,1.06497005
1343,01.07.02,Sweden,Nordic,6.035771429,1.0467858
1344,01.10.02,Sweden,Nordic,6.175197826,1.069409979
1345,01.01.03,Sweden,Nordic,6.352338478,1.051754246
1346,01.04.03,Sweden,Nordic,6.396994148,1.001528769
1347,01.07.03,Sweden,Nordic,6.666519509,0.944077565
1348,01.10.03,Sweden,Nordic,7.155233328,0.899647178
1349,01.01.04,Sweden,Nordic,7.397630386,0.924373869
1350,01.04.04,Sweden,Nordic,7.432429836,0.882630583
1351,01.07.04,Sweden,Nordic,7.528279554,0.866601352
1352,01.10.04,Sweden,Nordic,7.435222238,0.869237368
1353,01.01.05,Sweden,Nordic,7.438124247,0.87888401
1354,01.04.05,Sweden,Nordic,7.883452058,0.894603846
1355,01.07.05,Sweden,Nordic,7.726333083,0.907772151
1356,01.10.05,Sweden,Nordic,7.629712504,0.949891793
1357,01.01.06,Sweden,Nordic,7.466720224,0.996757563
1358,01.04.06,Sweden,Nordic,7.337510078,1.042382445
1359,01.07.06,Sweden,Nordic,6.903207034,1.130400051
1360,01.10.06,Sweden,Nordic,6.605133677,1.175180157
1361,01.01.07,Sweden,Nordic,6.428865367,1.189467852
1362,01.04.07,Sweden,Nordic,6.143489432,1.241375681
1363,01.07.07,Sweden,Nordic,6.048363674,1.279830937
1364,01.10.07,Sweden,Nordic,6.039625704,1.308837924
1365,01.01.08,Sweden,Nordic,5.822894691,1.224867708
1366,01.04.08,Sweden,Nordic,5.858721933,1.226342034
1367,01.07.08,Sweden,Nordic,6.189382197,1.15006523
1368,01.10.08,Sweden,Nordic,6.749678899,1.056864234
1369,01.01.09,Sweden,Nordic,7.535337649,1.066873536
1370,01.04.09,Sweden,Nordic,8.452175107,0.908261609
1371,01.07.09,Sweden,Nordic,8.722961082,0.924906216
1372,01.10.09,Sweden,Nordic,8.900873687,0.945509182
1373,01.01.10,Sweden,Nordic,9.023204247,0.837613713
1374,01.04.10,Sweden,Nordic,8.834761664,1.02688778
1375,01.07.10,Sweden,Nordic,8.596031221,1.144816631
1376,01.10.10,Sweden,Nordic,8.230203174,1.177944684
1377,01.01.11,Sweden,Nordic,7.989140815,1.228748847
1378,01.04.11,Sweden,Nordic,7.883427895,1.371859203
1379,01.07.11,Sweden,Nordic,7.74624675,1.372402097
1380,01.10.11,Sweden,Nordic,7.814120353,1.307186384
1381,01.01.12,Sweden,Nordic,7.833238311,1.394638666
1382,01.04.12,Sweden,Nordic,7.888373912,1.383807773
1383,01.07.12,Sweden,Nordic,8.190612131,1.307598542
1384,01.10.12,Sweden,Nordic,8.258436461,1.240843696
1385,01.01.13,Sweden,Nordic,8.257898789,1.283143229
1386,01.04.13,Sweden,Nordic,8.161916002,1.227705959
1387,01.07.13,Sweden,Nordic,8.072378656,1.217001185
1388,01.10.13,Sweden,Nordic,8.097447985,1.314119766
1389,01.01.14,Sweden,Nordic,8.192054062,1.363612999
1390,01.04.14,Sweden,Nordic,8.01881685,1.416434777
1391,01.07.14,Sweden,Nordic,7.965849648,1.397268422
1392,01.10.14,Sweden,Nordic,7.921330281,1.441524955
1393,01.01.15,Sweden,Nordic,7.857496555,1.548692593
1394,01.04.15,Sweden,Nordic,7.73508454,1.579664815
1395,01.07.15,Sweden,Nordic,7.210410865,1.685444881
1396,01.10.15,Sweden,Nordic,7.221759869,1.824787901
1397,01.01.16,Sweden,Nordic,7.182196493,1.851444035
1398,01.04.16,Sweden,Nordic,6.839466578,1.878043192
1399,01.07.16,Sweden,Nordic,6.929794338,1.946656061
1400,01.10.16,Sweden,Nordic,7.019284579,2.050146425
1401,01.01.17,Sweden,Nordic,6.80486358,2.07689489
1402,01.04.17,Sweden,Nordic,6.625126321,2.080397524
1403,01.07.17,Sweden,Nordic,6.772567835,2.215447342
1404,01.10.17,Sweden,Nordic,6.638502483,2.241495439
1405,01.01.18,Sweden,Nordic,6.274773061,2.273802378
1406,01.04.18,Sweden,Nordic,6.212310344,2.253890174
1407,01.07.18,Sweden,Nordic,6.451384579,2.316275036
1408,01.10.18,Sweden,Nordic,6.570979987,2.278729855
1409,01.01.19,Sweden,Nordic,6.87793458,2.296677718
1410,01.04.19,Sweden,Nordic,6.319977503,2.262529667
1411,01.07.19,Sweden,Nordic,7.126485785,2.178511247
1412,01.10.19,Sweden,Nordic,7.03563587,2.097743463
1413,01.01.20,Sweden,Nordic,7.368933459,1.923378171
1414,01.04.20,Sweden,Nordic,8.431447551,1.336105678
1415,01.07.20,Sweden,Nordic,9.310950434,1.385527466
1416,01.10.20,Sweden,Nordic,8.682395825,1.59619214
1417,01.01.21,Sweden,Nordic,9.390133195,1.652192084
1418,01.04.21,Sweden,Nordic,9.039212137,1.855047491
1419,01.07.21,Sweden,Nordic,8.797406833,2.210749814
1420,01.10.21,Sweden,Nordic,8.075306961,2.542371476
1421,01.01.22,Sweden,Nordic,7.569774929,2.870794816
1422,01.04.22,Sweden,Nordic,7.381968987,3.093439733
1423,01.07.22,Sweden,Nordic,7.185641732,3.079565501
1424,01.10.22,Sweden,Nordic,7.43130228,2.920797502
1425,01.01.04,Slovakia,Eastern,18.5,0.434685022
1426,01.04.04,Slovakia,Eastern,18.5,0.423849251
1427,01.07.04,Slovakia,Eastern,18,0.428731923
1428,01.10.04,Slovakia,Eastern,17.6,0.448243086
1429,01.01.05,Slovakia,Eastern,17.1,0.498967557
1430,01.04.05,Slovakia,Eastern,16.4,0.511361815
1431,01.07.05,Slovakia,Eastern,15.9,0.553997888
1432,01.10.05,Slovakia,Eastern,15.4,0.546575774
1433,01.01.06,Slovakia,Eastern,14.7,0.583516608
1434,01.04.06,Slovakia,Eastern,13.7,0.663903522
1435,01.07.06,Slovakia,Eastern,12.9,0.689082466
1436,01.10.06,Slovakia,Eastern,12.2,0.733865474
1437,01.01.07,Slovakia,Eastern,11.6,0.787930491
1438,01.04.07,Slovakia,Eastern,11.2,0.828991131
1439,01.07.07,Slovakia,Eastern,11.2,0.850036566
1440,01.10.07,Slovakia,Eastern,10.6,0.854682584
1441,01.01.08,Slovakia,Eastern,10.2,0.982151315
1442,01.04.08,Slovakia,Eastern,9.8,0.902737625
1443,01.07.08,Slovakia,Eastern,9.1,0.897616115
1444,01.10.08,Slovakia,Eastern,9.1,0.828955967
1445,01.01.09,Slovakia,Eastern,10.3,0.729578671
1446,01.04.09,Slovakia,Eastern,11.5,0.652719154
1447,01.07.09,Slovakia,Eastern,12.6,0.569907759
1448,01.10.09,Slovakia,Eastern,13.7,0.516041125
1449,01.01.10,Slovakia,Eastern,14.7,0.476638697
1450,01.04.10,Slovakia,Eastern,14.5,0.46496921
1451,01.07.10,Slovakia,Eastern,14.3,0.486215682
1452,01.10.10,Slovakia,Eastern,13.8,0.498995187
1453,01.01.11,Slovakia,Eastern,13.6,0.518579749
1454,01.04.11,Slovakia,Eastern,13.4,0.519802832
1455,01.07.11,Slovakia,Eastern,13.4,0.518524292
1456,01.10.11,Slovakia,Eastern,13.8,0.506498579
1457,01.01.12,Slovakia,Eastern,13.7,0.514488557
1458,01.04.12,Slovakia,Eastern,13.8,0.510910453
1459,01.07.12,Slovakia,Eastern,13.9,0.490064019
1460,01.10.12,Slovakia,Eastern,14.2,0.506441929
1461,01.01.13,Slovakia,Eastern,14.2,0.524475716
1462,01.04.13,Slovakia,Eastern,14.2,0.521894846
1463,01.07.13,Slovakia,Eastern,14.1,0.558993468
1464,01.10.13,Slovakia,Eastern,14,0.539733411
1465,01.01.14,Slovakia,Eastern,13.7,0.560256446
1466,01.04.14,Slovakia,Eastern,13.4,0.585708007
1467,01.07.14,Slovakia,Eastern,12.9,0.555090701
1468,01.10.14,Slovakia,Eastern,12.4,0.568734557
1469,01.01.15,Slovakia,Eastern,12.1,0.584406744
1470,01.04.15,Slovakia,Eastern,11.5,0.57372816
1471,01.07.15,Slovakia,Eastern,11.3,0.618883616
1472,01.10.15,Slovakia,Eastern,10.8,0.651713443
1473,01.01.16,Slovakia,Eastern,10.3,0.677045994
1474,01.04.16,Slovakia,Eastern,9.9,0.704211732
1475,01.07.16,Slovakia,Eastern,9.4,0.70097486
1476,01.10.16,Slovakia,Eastern,9,0.692677115
1477,01.01.17,Slovakia,Eastern,8.6,0.679337806
1478,01.04.17,Slovakia,Eastern,8.2,0.71425991
1479,01.07.17,Slovakia,Eastern,7.8,0.760059302
1480,01.10.17,Slovakia,Eastern,7.6,0.800910694
1481,01.01.18,Slovakia,Eastern,7.1,0.857432591
1482,01.04.18,Slovakia,Eastern,6.7,0.869400856
1483,01.07.18,Slovakia,Eastern,6.3,0.860942954
1484,01.10.18,Slovakia,Eastern,6,0.896051832
1485,01.01.19,Slovakia,Eastern,5.8,0.839232241
1486,01.04.19,Slovakia,Eastern,5.7,0.798340809
1487,01.07.19,Slovakia,Eastern,5.7,0.73660576
1488,01.10.19,Slovakia,Eastern,5.7,0.688173945
1489,01.01.20,Slovakia,Eastern,6,0.634561039
1490,01.04.20,Slovakia,Eastern,6.6,0.568485853
1491,01.07.20,Slovakia,Eastern,6.9,0.567296975
1492,01.10.20,Slovakia,Eastern,7,0.528618435
1493,01.01.21,Slovakia,Eastern,7.2,0.567173859
1494,01.04.21,Slovakia,Eastern,7,0.633607357
1495,01.07.21,Slovakia,Eastern,6.7,0.637552658
1496,01.10.21,Slovakia,Eastern,6.5,0.686014844
